feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,Genre
-149.85428,108.66258,-46.453518,57.32152,-21.16513,39.987232,-22.34857,26.640491,-19.58601,18.370075,-4.3238153,8.178499,-1.693199,2.7470784,-5.27981,2.397536,-2.7984028,-5.414168,2.287627,-6.016493,0.5534065,0.5734679,0.56926936,0.6533521,0.5878472,0.72858745,0.6721887,0.57567567,0.644509,0.65207833,0.72229534,0.5834275,0.079073116,rock
-116.29065,131.42833,-56.531857,64.59068,-1.6367918,35.100517,-3.2484236,22.176672,-7.005858,15.27105,-11.674492,-1.3645266,-6.2279,-2.4928102,-5.0901017,-2.7706554,-4.084879,-6.8174896,3.337829,-5.807743,0.66290116,0.6115719,0.6380424,0.62998676,0.5552448,0.7071739,0.5638315,0.63203543,0.7446924,0.7867077,0.82917553,0.67191553,0.13848867,rock
-68.35892,118.247955,-36.518185,66.029106,-22.359732,38.58854,-18.842663,20.798544,-16.128073,13.281716,-8.691637,4.8267922,-4.670788,4.420044,0.65045923,-2.1623416,-2.8984954,-5.163516,-1.3414998,-8.619638,0.7785383,0.73459667,0.7428518,0.6001006,0.6388785,0.64596623,0.6886512,0.71211064,0.6247264,0.7039413,0.64524525,0.68427116,0.17985278,rock
-158.41022,100.79172,0.89564705,67.52587,-30.187683,46.439804,-24.712164,27.360321,-18.930035,13.163235,-12.035164,5.2907996,-11.43113,1.8915247,-2.5553727,-0.92927897,-1.0125684,-1.1441506,2.923403,-4.676731,0.59851116,0.6401627,0.665648,0.6545553,0.7086981,0.7443169,0.69107044,0.6299082,0.6802249,0.68384737,0.6382302,0.6998804,0.09626006,rock
-112.63604,110.84278,-36.687958,44.6589,-24.589262,16.263376,-14.589984,14.395605,-21.910873,9.547288,-13.073689,3.766765,-9.255847,-1.5401707,-5.4211464,-1.2113839,-2.1193976,-3.9644973,2.1364338,-3.5307667,0.5617775,0.5613504,0.71570355,0.53038585,0.569818,0.5811359,0.6521023,0.73911923,0.5501147,0.5990756,0.5942993,0.6237465,0.12535512,rock
-50.96442,117.23498,-43.630184,56.899807,-9.750266,30.961155,-16.354048,21.051075,-13.810859,14.60549,-10.606611,12.979394,-4.895179,3.957998,-3.3582833,0.28526637,-5.081984,-4.55814,-1.4508706,-7.67447,0.680582,0.5884282,0.672663,0.56996304,0.65835106,0.585693,0.5896374,0.5712512,0.5235882,0.6662441,0.5436939,0.636783,0.22150292,rock
-140.07642,152.86098,-34.213467,43.40197,-8.379402,21.571543,-15.608436,11.729142,-6.1664634,3.8518672,-10.790328,-0.18507491,-5.099387,-1.5720304,-1.5995591,-3.3489711,0.41354075,-1.6241622,1.8896765,-4.8317037,0.5874555,0.7520102,0.53709394,0.5038917,0.51249784,0.48665482,0.50238234,0.4759987,0.64964247,0.6114892,0.5002421,0.61615384,0.12768212,rock
-55.530514,102.497185,-40.54295,62.817863,-16.166985,41.489525,-22.06925,31.726986,-18.71728,25.07288,-12.525462,11.607931,-7.769819,5.5209446,-5.4305086,3.3651776,-1.5239042,-3.7596188,-1.1707524,-8.737296,0.75024045,0.5608428,0.5426076,0.5206351,0.6417662,0.66593367,0.5871838,0.6316031,0.63984454,0.7197148,0.54687166,0.64709,0.1907456,rock
-148.83826,138.60048,-18.712353,54.99577,-8.540462,30.986858,-5.97349,30.165783,-9.427348,13.923222,-0.3739125,13.412512,-3.0829618,6.697193,-1.728679,2.6977904,-1.0645903,-0.15644814,-0.9303025,-6.826337,0.64758885,0.67490196,0.6740222,0.6686043,0.7244812,0.65181977,0.6791023,0.5435388,0.5960133,0.67453057,0.66595423,0.8262421,0.12390376,rock
-28.904182,109.5165,-45.391163,53.27723,-18.219503,39.706623,-30.273945,34.644825,-17.167622,23.948385,-10.101067,15.248326,-8.768181,4.2320504,-4.0606337,3.0257304,-5.5180316,-2.9831588,1.449758,-4.508851,0.7115514,0.6232323,0.70557225,0.6201645,0.7075069,0.77592534,0.6287733,0.66193074,0.6730737,0.7442964,0.60057193,0.6348942,0.21572818,rock
-98.87097,115.54352,-51.19934,56.358288,-17.884348,27.672009,-18.896048,28.984516,-20.77397,14.870551,-10.1646185,9.794927,-8.64447,2.4003396,-8.034786,-0.04532335,-6.151246,-6.3809285,-1.4422036,-7.6820216,0.7208754,0.6081841,0.6690596,0.63703907,0.7629437,0.72900057,0.69091845,0.7555324,0.61897296,0.6418649,0.65910774,0.6798161,0.112859085,rock
-41.23829,99.32765,-47.51766,40.35514,-19.16635,33.77608,-15.511972,31.176994,-14.842381,18.593212,-9.792888,10.838178,-9.351696,8.527625,-0.7881483,2.2496748,0.0066460413,-1.0990952,2.8199208,-0.5561044,0.6321927,0.6884996,0.5916833,0.5642332,0.5368338,0.6325009,0.72662956,0.6332941,0.6928797,0.6472352,0.65211,0.682816,0.21872424,rock
-79.00617,122.40829,-44.513798,39.701794,-6.657973,34.376896,-24.534384,26.553514,-15.958571,19.015358,-18.330399,13.853697,-12.907069,2.6780293,-9.944569,5.428894,-1.1231321,-2.2888637,-3.268167,-8.057477,0.69711566,0.6337156,0.756722,0.6298746,0.7842646,0.6288544,0.6941213,0.5933165,0.6097294,0.83910424,0.68782115,0.7740376,0.14388345,rock
-93.256516,95.8678,-33.784595,63.402905,-15.055928,32.622997,-18.908144,24.03131,-14.495262,20.558477,-11.998422,13.274601,-13.029697,2.258242,-7.253928,-1.6660373,-6.2511845,-3.0848067,-1.4771065,-3.8297663,0.6599828,0.7037814,0.7267827,0.6908293,0.6858455,0.62440246,0.6501369,0.7114667,0.70423806,0.6462686,0.59965867,0.6549073,0.14211778,rock
-63.13951,109.886955,-50.57544,44.200726,-12.192775,36.95739,-16.052794,24.948963,-16.529812,20.306787,-15.545465,12.299332,-12.213499,8.124778,-1.2056384,4.5040555,-6.529965,-2.8600142,-1.4139769,-5.387887,0.7860602,0.5960082,0.57628626,0.56547046,0.62067616,0.6418537,0.63646114,0.7237762,0.540275,0.6419712,0.6902703,0.769225,0.15978551,rock
-101.16447,110.553085,-33.48534,54.65108,-15.88852,29.861126,-17.595041,21.408817,-16.126259,17.161793,-16.251009,10.708385,-9.4899235,4.33232,-7.666663,2.6342986,-4.513287,-4.113043,-0.38678196,-5.7393885,0.7205179,0.6565437,0.69810987,0.65928,0.7062778,0.63511705,0.62595415,0.6697311,0.66174394,0.7700933,0.6894263,0.7298357,0.11795269,rock
-88.86697,109.528305,-54.383,42.24442,-19.703804,26.489403,-8.860422,21.269083,-11.783429,23.949697,-12.456173,12.503859,-7.3677144,2.642064,-4.300271,4.0956693,-4.716665,-5.208475,0.7620002,-1.6380514,0.70317894,0.72350264,0.67975837,0.6185931,0.6364656,0.5431964,0.59270775,0.7136254,0.6859222,0.744613,0.6010006,0.6054398,0.13902491,rock
-138.7798,155.31888,-20.070036,32.84354,-11.640407,24.549158,-6.04014,16.03028,-8.704283,7.632928,-10.392641,2.7369704,-6.2409525,2.3620262,-0.87647617,2.014931,2.65728,0.99703825,6.04463,0.09806018,0.7144092,0.46106127,0.4287897,0.39276278,0.53402674,0.50176847,0.46224084,0.6598761,0.49578267,0.5338773,0.37430796,0.4704537,0.14413773,rock
-191.32779,165.35498,-69.0625,81.61253,2.5944266,4.266416,1.6939511,-8.865227,-3.7919803,-4.170741,-9.462525,-8.714623,-8.080168,-7.369347,-10.970687,-4.5978346,-6.379576,-11.572612,-4.9709964,-8.232241,0.5462064,0.5915724,0.46794719,0.5930795,0.79198146,0.5723506,0.5566752,0.5738454,0.61558735,0.8783553,0.63351804,0.6595772,0.09686279,rock
-108.41792,123.34238,-39.310726,39.831074,-12.924851,29.59028,-27.690868,10.939046,-20.45221,17.411016,-7.308042,11.813926,-8.9311075,2.5753443,-5.6336145,-2.7721312,0.15907027,0.42889646,-0.09514852,-4.969361,0.5589127,0.62808233,0.5436943,0.49599075,0.76035,0.5387748,0.5613755,0.6752324,0.64162266,0.71871847,0.5015066,0.51832986,0.12015372,rock
-85.07568,96.65459,-43.45866,57.952507,-14.98622,26.586199,-19.166788,23.359749,-20.498243,16.026884,-12.447808,8.823413,-8.792906,7.1853876,-6.5083876,4.2363024,-1.4915926,-1.9194453,-0.2672466,-5.8212824,0.67772996,0.7008378,0.7380162,0.66565883,0.6555062,0.67066807,0.6755949,0.78433263,0.7583482,0.75396734,0.7332202,0.70869887,0.13802917,rock
-115.52437,163.25037,-61.389687,49.869926,-17.653185,20.71642,-12.654161,9.167279,-4.843614,-0.05477872,-2.5914295,-6.0394597,-6.634581,-2.9969685,-6.5020037,-8.02926,-2.0154498,-4.0412607,-2.487865,-8.69942,0.56470007,0.5153001,0.48073283,0.45826206,0.6308557,0.47324005,0.5187751,0.5556989,0.62649846,0.7900584,0.62205315,0.601629,0.145413,rock
-163.21703,140.36455,-17.047686,47.44569,-7.95035,16.022968,-14.635856,19.184626,-5.5358877,7.4385123,-8.396157,8.348827,-5.0303082,2.4449959,-8.090919,-0.47897243,0.5097331,0.26387656,0.6615221,-4.7194476,0.57582086,0.7730669,0.47347605,0.52836674,0.7316922,0.6165413,0.77732474,0.5347155,0.60145617,0.5919351,0.5220999,0.69255894,0.1004748,rock
-164.5308,138.56648,3.6746724,44.256474,-10.223877,20.97435,0.51297015,17.541964,-8.824427,9.613346,-2.7936072,7.4099765,1.358715,5.91133,0.64559406,2.1045716,0.29940712,-1.9453185,3.624507,-0.3783805,0.58614403,0.84189963,0.5570677,0.5162474,0.5093832,0.634029,0.55026203,0.5075147,0.6412849,0.5042305,0.55746925,0.5212088,0.14024663,rock
-93.547646,99.78276,-7.392389,57.354668,-22.382872,36.551525,-19.982119,23.52055,-19.331852,18.617105,-12.107045,16.949163,-7.950195,3.176683,-5.512642,2.7812474,-0.8477823,3.7513223,2.3680396,-2.333914,0.5780348,0.7063834,0.6026376,0.7566295,0.5543022,0.54718417,0.55264443,0.6004066,0.80403787,0.57721686,0.5318623,0.49530888,0.16057445,rock
-201.50055,125.39817,-7.90442,35.031494,-0.85069084,16.102581,-10.794184,9.698679,-21.594557,9.011575,-11.143211,-0.02447568,-10.225379,-2.7499807,-5.8194656,0.17243351,-4.3946104,-6.0168815,-4.011867,-7.161213,0.5226913,0.4615588,0.5127586,0.67689115,0.45666295,0.49019548,0.633023,0.62389135,0.7188669,0.5910631,0.5936736,0.6510804,0.1123809,rock
-24.483429,91.44515,-45.349384,51.077885,-18.94503,37.215458,-22.284126,30.618532,-21.793339,23.256166,-12.26776,16.081964,-10.869808,10.232147,-4.9323516,4.7164617,-3.961248,-1.903027,-0.32303813,-3.6553051,0.89758295,0.64338106,0.6049576,0.53836787,0.64759415,0.6782172,0.6210573,0.71671736,0.5722897,0.6466166,0.6437355,0.6608192,0.18862492,rock
-177.60689,105.68087,-39.947796,36.850517,-15.349966,25.517647,-19.647589,11.851304,-17.94902,3.804465,-15.824611,5.858979,-9.877839,-1.1374205,-6.2036147,-4.636539,-6.3095684,-2.0775638,3.1782017,-5.477089,0.7024415,0.49468043,0.5902228,0.60616255,0.5387941,0.53666574,0.49141467,0.82461417,0.4707764,0.48524207,0.63708764,0.585974,0.0648443,rock
-117.566765,158.57613,-20.292698,33.618145,-16.936186,18.8746,-21.133598,16.082502,-17.909407,8.386627,-12.217857,6.9499617,-5.591866,3.9713326,-5.994812,-2.823462,-2.5414772,-5.477798,-0.06446857,-6.610674,0.84682155,0.6936121,0.595925,0.5630281,0.76299465,0.6708284,0.61303,0.74475247,0.6100154,0.68034166,0.5300204,0.671878,0.14676145,rock
-36.18251,96.46022,-30.883389,60.494648,-24.068958,37.210724,-22.407774,29.815388,-19.09344,17.928755,-9.632027,12.827068,-9.377694,6.725064,-8.568493,3.5609624,-3.1529639,0.74616885,2.294575,-2.8324862,0.6804584,0.65223855,0.66643965,0.713772,0.8801015,0.7423563,0.75027496,0.7199517,0.71847355,0.7123378,0.6915364,0.7839501,0.17427874,rock
-86.64251,101.565956,-17.598906,39.629715,-26.111273,40.96821,-25.887838,30.345457,-21.488327,17.213623,-15.527816,15.779646,-12.704068,9.181383,-7.020328,10.371764,-2.6857202,-1.0308471,-0.78700054,-3.946384,0.6649071,0.56169915,0.66835856,0.58336943,0.65186393,0.6363541,0.65481573,0.6626157,0.5493019,0.69150203,0.5630712,0.7160143,0.12076849,rock
-166.77873,129.0302,-3.6279902,39.94162,-20.392576,31.278288,-22.203241,23.479733,-22.516375,16.442127,-14.463696,8.271463,-11.826998,-0.5637362,-7.08179,-0.5547912,-5.5489006,3.6164947,5.121082,-2.6739414,0.5998986,0.44527394,0.584034,0.50545704,0.42238867,0.5083929,0.53434926,0.73979145,0.48319247,0.4420165,0.51011556,0.50039035,0.08708313,rock
-243.21542,125.57421,15.285828,46.299488,-18.453474,37.694344,-14.799368,24.820494,-19.200682,15.579,-15.912898,13.19503,-6.7685466,2.1148033,-10.973939,-1.3895556,-6.0892215,-6.33653,-2.361567,-4.811802,0.4980801,0.5512198,0.72154313,0.53999865,0.5821392,0.4332919,0.5274086,0.4994987,0.43976042,0.52549636,0.46680278,0.643033,0.050944664,rock
-111.09166,119.89645,-31.77865,40.282665,-19.52268,35.290756,-20.687338,24.887875,-21.682907,18.256086,-16.303356,12.7784605,-12.45437,8.106192,-4.7157784,5.2690334,-2.941221,1.4502057,-2.525004,-5.616164,0.6548283,0.54577327,0.6317716,0.58097893,0.7608754,0.55606043,0.5384944,0.65473074,0.5730152,0.74346316,0.54288894,0.6474834,0.10238202,rock
-218.40808,127.09668,17.587954,52.02246,-12.51489,33.604313,-18.957315,20.712055,-23.095322,5.7306685,-18.624292,5.486507,-10.9994955,4.4228354,-3.9186113,6.271415,1.1385171,0.7644164,4.323474,-2.126273,0.4633339,0.4204804,0.5104206,0.5196325,0.6807732,0.5116625,0.46344823,0.47373116,0.48112378,0.7089911,0.47353706,0.4900728,0.0879735,rock
-235.94876,94.47151,16.202715,49.729546,-15.382231,34.462666,-19.048544,25.982502,-19.208221,13.562625,-14.705225,7.5696263,-12.97425,1.4655662,-10.390098,0.07597268,-10.989936,-8.390101,0.0028248744,-4.1354885,0.51667994,0.58814865,0.554684,0.58618146,0.5774811,0.53136957,0.54308635,0.534056,0.5769911,0.4940302,0.54613477,0.5661123,0.05996778,rock
-321.0971,137.54488,27.553572,45.630356,2.138061,25.766415,-8.880677,19.982422,-14.993272,9.652853,-6.713718,8.482587,-1.9213854,1.8427969,-4.646706,1.5706166,0.48557296,-2.7441351,-0.036226157,-1.6963663,0.60255337,0.47803518,0.53236914,0.48591608,0.5003805,0.4822031,0.45265955,0.6093829,0.52570844,0.39052287,0.42774373,0.48732755,0.05293009,rock
-136.3425,124.5375,-43.937252,54.189236,-22.82142,37.065014,-23.97487,21.538149,-17.445642,1.7277472,-4.927849,-4.571999,-0.21621384,-10.401223,-1.3461131,-10.481899,2.1972735,-9.049493,1.3848156,-8.726111,0.6404681,0.5668067,0.6528188,0.5672219,0.63621277,0.6655542,0.6517993,0.68371016,0.57007664,0.6506428,0.5755015,0.5874104,0.106733374,rock
-113.869865,126.235535,-54.542202,65.064186,-28.814392,33.554672,-20.475649,23.476362,-6.6099358,10.456952,-0.7719921,1.0712035,2.504263,-7.5512424,2.5852797,-3.645569,0.9522287,-5.2805905,4.896385,-13.184013,0.6641378,0.6239768,0.5609559,0.63617057,0.6033226,0.7206839,0.60094696,0.5906813,0.60995096,0.68714505,0.68329567,0.5966601,0.11442672,rock
-260.28613,114.01407,-34.707653,55.19005,-10.877357,24.07271,-26.478321,20.1911,-15.442849,-0.44655344,-2.2932436,-4.2006145,-5.9955764,-8.575524,-1.1466151,-6.7892995,0.97657406,-9.177347,2.2595687,-7.340483,0.5735822,0.54775983,0.6540612,0.5821897,0.6228371,0.6122398,0.65873826,0.6788384,0.59401894,0.68971467,0.562306,0.5982374,0.04281353,rock
-141.34702,115.52267,-27.441614,67.94319,-22.822815,28.021103,-26.863018,27.526201,-14.412219,9.075226,-3.8224754,0.25132728,0.43120015,-9.0174,0.42158946,-5.17383,2.8753815,-7.8439946,1.3994733,-9.891698,0.5835352,0.630289,0.64982957,0.5658154,0.59362197,0.5930546,0.76061296,0.65292627,0.6246992,0.69507545,0.62679356,0.67170095,0.09975965,rock
-140.33821,115.25102,-35.056812,69.7955,-24.524277,42.53915,-24.799963,28.721987,-22.04279,10.060765,-6.335798,-0.23077093,1.1570417,-1.995241,0.864336,-8.533368,1.978417,-10.039677,2.4113734,-12.216571,0.58001095,0.5557584,0.5862214,0.59291613,0.7785747,0.62143254,0.6351235,0.6298684,0.65710807,0.7352096,0.62497455,0.71829444,0.09105683,rock
-220.0684,106.89484,-29.928432,69.16308,-21.080904,31.55846,-33.54164,19.942345,-24.689466,-0.7454163,-1.3445423,-5.262418,2.742628,-3.3553863,-1.8450598,-4.739485,0.9044127,-12.211489,2.144981,-6.7943077,0.46510568,0.47399133,0.47336674,0.4795081,0.6546209,0.5161061,0.5685865,0.61492664,0.6648885,0.7654816,0.54698503,0.6005266,0.04688672,rock
-217.39423,95.907455,-31.861353,77.89262,-14.307227,30.786644,-19.330536,17.699821,-15.197782,-1.8091186,-10.093469,-10.8501,3.075432,-8.435905,-5.0515313,-7.0096326,-0.7361309,-9.229033,1.5286181,-10.489535,0.5371469,0.5895028,0.59834665,0.5400911,0.6300218,0.49143848,0.56395966,0.5490778,0.6220263,0.7822178,0.5838044,0.674701,0.053914096,rock
-98.826836,130.42094,-33.69802,60.743534,-22.520502,40.877808,-15.8636675,25.502884,-11.419602,12.966493,-0.4202951,6.5091367,-0.91624147,-3.1202354,5.5309763,-4.5421495,2.9228249,-8.120714,5.332497,-6.8863683,0.68992096,0.6405554,0.78126955,0.68311805,0.7121572,0.71059686,0.66791034,0.7060904,0.65045875,0.6911372,0.5907106,0.58899015,0.16041034,rock
-112.70745,132.10672,-17.53421,60.97668,-20.514112,37.92978,-18.753595,21.3747,-10.758283,11.940014,-1.535525,5.1640677,-0.53975886,-3.5868018,6.897804,-6.4829383,1.3682344,-4.915787,3.253157,-9.108862,0.5714297,0.567511,0.66242385,0.578503,0.6119979,0.56634533,0.70745456,0.6809629,0.5597477,0.7018044,0.5988881,0.6598742,0.16501154,rock
-80.15009,124.933495,-34.191357,63.46558,-25.522478,39.74627,-21.513603,25.090668,-11.360344,12.396229,-3.3797064,2.4319746,0.48403344,-2.506084,4.0262685,-6.7542925,3.8345196,-9.037169,3.365347,-8.940335,0.6897038,0.59648186,0.8135447,0.6145338,0.64725107,0.6958934,0.6531116,0.8246697,0.65571624,0.66910034,0.66970724,0.6935093,0.16870876,rock
-101.15405,126.03692,-31.93977,70.97627,-23.966496,38.70533,-16.864534,19.348352,-7.829147,11.051673,-5.817376,1.6329168,-1.5047766,-1.0834153,6.711824,-3.692574,4.7921395,-7.4008236,3.9769285,-7.343925,0.64086694,0.5369319,0.6226127,0.5886019,0.69036347,0.5128205,0.5769003,0.75986266,0.6488904,0.744368,0.5850537,0.70640373,0.15339646,rock
-132.41533,115.83138,-22.556293,67.694084,-25.607025,43.166786,-21.188099,23.075909,-10.189029,12.671737,-2.494818,3.684792,-3.2904494,-4.748158,4.2770042,-6.2211046,2.7102163,-8.826104,1.3408487,-10.156759,0.622268,0.6056758,0.5900591,0.61184704,0.68705386,0.6256447,0.63998514,0.6658986,0.65276897,0.7037087,0.6263173,0.6704445,0.12636,rock
-148.17462,141.91635,-22.162045,56.242844,-13.705444,35.71021,-12.281751,19.649858,-5.975945,4.4008503,-0.5348601,2.6037502,-0.50658715,-3.8777318,4.8939185,-5.8413963,-1.1250498,-8.118876,0.39359266,-8.781526,0.5849626,0.61041856,0.51896834,0.49344102,0.646895,0.55352557,0.5501004,0.46419325,0.5436406,0.6305909,0.52093965,0.6148724,0.14549486,rock
-123.07436,122.683365,-28.059807,58.82021,-23.114548,36.607533,-17.545353,29.385471,-13.362816,15.441588,-3.01142,4.7525682,-0.60677445,-5.6216345,4.926093,-5.1235156,5.60595,-8.728503,0.35041606,-9.866384,0.6497043,0.6301738,0.632495,0.59479654,0.7460338,0.69363654,0.6869527,0.7101034,0.6605348,0.7823465,0.637442,0.7354788,0.12815838,rock
-145.92183,129.01318,-14.8949375,53.680347,-13.319145,42.420307,-19.016512,18.021572,-5.486417,10.254192,0.15091956,2.5847814,1.2518735,-2.012319,1.6393985,-9.0073805,0.18571675,-15.663405,1.2263418,-5.516638,0.68290895,0.5674925,0.63936377,0.5176366,0.5682405,0.5310394,0.5450439,0.6143577,0.53828514,0.63349885,0.5281827,0.5966535,0.14389181,rock
-110.73883,134.58678,-44.54723,61.83353,-29.215326,34.950184,-21.76741,18.37851,-12.014062,11.510738,-8.107733,1.8377317,0.11510025,-9.003248,-1.0354582,-8.714355,-2.6468713,-11.401233,6.621372,-6.4755845,0.57771754,0.62883633,0.72430634,0.5638083,0.6318165,0.58554524,0.71931213,0.72000486,0.55703425,0.5925737,0.55039966,0.6411234,0.11651058,rock
-106.65295,116.53743,-42.096096,63.814846,-32.504967,36.524845,-24.538866,20.832851,-14.431707,13.7688465,-12.27886,-1.4066569,0.6794307,-6.589456,3.3250828,-4.998277,2.9059641,-9.17292,8.381879,-8.052378,0.6427704,0.55195963,0.61484313,0.65504944,0.53924096,0.6310853,0.5290164,0.65510964,0.5846797,0.6183572,0.79616517,0.65886974,0.10414827,rock
-140.41655,112.55498,-51.81892,56.871174,-36.448444,30.50602,-24.559649,16.871727,-16.493996,13.557059,-8.0723295,-1.1421311,0.447185,-5.231471,1.1940184,-7.3554435,0.54490596,-10.512065,4.02135,-1.8104609,0.62346333,0.5592475,0.61271584,0.66824603,0.5349007,0.6110844,0.58279896,0.63864195,0.5956387,0.6142776,0.6004146,0.5165516,0.093351126,rock
-115.765976,104.24356,-48.412785,63.498577,-37.530895,41.72852,-29.193308,27.72538,-16.831814,17.795628,-10.621372,1.9891772,0.7671515,-5.892392,2.9739585,-3.893778,4.252113,-7.5689564,11.763101,-8.344752,0.7012664,0.5631083,0.5668186,0.5179007,0.6369493,0.60157347,0.5825433,0.65730894,0.59516096,0.6974263,0.6159355,0.73606664,0.0930665,rock
-137.6322,130.01126,-29.6321,73.33985,-22.690462,35.84139,-22.630953,21.788424,-14.185475,11.07746,-9.670431,1.8393202,0.26434365,-6.5642495,3.7924702,-4.6042643,2.8510718,-7.563357,4.609098,-9.504865,0.56964177,0.63929653,0.65895283,0.5366219,0.6413687,0.5184432,0.6208771,0.5598591,0.5723961,0.71076137,0.58690494,0.74413854,0.10149129,rock
-113.46747,116.158745,-38.04164,62.814163,-30.2667,43.523205,-24.740635,25.156385,-16.17726,15.354382,-11.416184,4.067149,-2.292777,-7.109992,0.3435103,-7.033148,4.467886,-6.917472,9.19998,-7.594143,0.5816372,0.56373507,0.67940533,0.5067369,0.6167437,0.5039145,0.58048415,0.6992527,0.5601222,0.63783497,0.5886247,0.66594344,0.106672496,rock
-201.13237,120.55463,-51.0285,55.929794,-24.57812,28.030914,-22.300266,14.043959,-12.355618,7.0298676,-7.7540116,-6.2207403,-2.9780717,-8.99004,2.3595283,-5.308674,-3.8062747,-4.569705,6.3596096,-9.10629,0.6794927,0.4836975,0.56150484,0.44725955,0.5439887,0.651566,0.4972418,0.5536263,0.4913237,0.59220415,0.54472905,0.571199,0.06290388,rock
-177.62335,109.82802,-50.994267,58.732605,-19.81412,25.55372,-23.821384,17.028437,-18.032766,5.434817,-4.9130325,0.93894553,-1.7955053,-2.2969866,1.5078281,-8.096199,3.3568234,-9.248949,3.8187644,-7.615177,0.5677839,0.63277715,0.657153,0.6246946,0.7203311,0.63585085,0.64141154,0.5686522,0.6259853,0.73485196,0.63963085,0.62915707,0.07597248,rock
-62.06139,127.47845,-55.271423,58.7711,-24.479387,37.444557,-30.76109,30.170881,-16.024948,14.637482,-4.4839926,0.5667758,0.84623504,-6.271042,-0.4688903,-9.551006,3.5978937,-13.939278,6.5800943,-3.5618613,0.5738441,0.56695396,0.75398874,0.6117699,0.7065228,0.53939414,0.6118364,0.7809771,0.6492309,0.605805,0.5369867,0.6893378,0.16547035,rock
-136.63162,107.41092,-67.59457,58.193874,-26.061218,29.057085,-25.606998,17.220226,-11.602962,10.203775,-7.2260275,3.2882345,-0.97475076,-6.220758,0.73779416,-10.887448,2.9317696,-7.3103657,8.4816475,-3.5105684,0.67317754,0.6467759,0.722285,0.66712564,0.6764519,0.6411246,0.5853897,0.6340022,0.65524673,0.7064442,0.59223884,0.61689496,0.08927155,rock
-170.89983,148.63553,-35.006687,50.77361,-16.256763,27.781185,-7.8405447,16.856674,-3.9246435,5.642377,-1.7766844,-0.7308044,0.991356,-6.662027,-2.9278784,-4.160622,2.2273123,-7.4005103,-0.1472046,-9.187296,0.51405495,0.4809581,0.6669506,0.5207458,0.56307375,0.48072454,0.61852604,0.5926649,0.50056237,0.6250658,0.54477483,0.6602082,0.104819015,rock
-128.79214,136.74362,-29.320997,49.420776,-10.870083,23.741602,-15.409029,15.031133,-8.7893715,5.623438,-1.6363634,0.67942476,4.320193,-1.5443664,3.9576623,-6.4823112,3.4170527,-3.599289,0.76300293,-2.4504297,0.5697347,0.59368724,0.71425855,0.5049815,0.50204,0.5962103,0.6081612,0.64519054,0.5570427,0.5971328,0.6273379,0.614219,0.12969503,blues
-220.85432,136.22794,0.64116174,43.787,-3.5073853,28.222006,-12.314144,23.137331,-4.644155,5.7048864,1.7259285,-1.3279155,3.0846388,-1.0072412,1.7109355,-6.6454372,3.8522532,-2.9709194,2.2006507,-1.3441876,0.6382538,0.55353856,0.5774871,0.42836437,0.45012212,0.57469505,0.606367,0.7189078,0.5597575,0.49256554,0.5270542,0.5836351,0.095443435,blues
-107.37482,156.5283,-37.636173,39.190567,-19.302542,28.69956,-12.902629,10.429023,-8.826702,5.8807755,-5.4578705,-2.610719,0.27247468,-7.449628,-2.530072,-6.5118074,2.0280986,-9.52481,1.4341207,-5.076722,0.5411368,0.46024096,0.5477494,0.61399525,0.71761864,0.55786663,0.56654596,0.54441214,0.5925947,0.6290035,0.56676316,0.7672204,0.17499933,blues
-210.49019,158.87228,3.8646832,30.580359,0.6841066,17.121134,-4.0766935,8.62927,1.1571038,7.1460314,1.0016565,2.1911044,3.7274988,-3.439912,-0.0004559734,-1.8165329,1.3397287,-3.2191863,3.2145307,-2.3116536,0.5537079,0.58606684,0.66140187,0.69296604,0.7965503,0.64354295,0.6111316,0.57800144,0.5842882,0.608653,0.5860676,0.6619773,0.14050046,blues
-175.1328,140.38277,-41.642437,28.293043,-34.02058,10.002016,-19.624838,-4.4038744,-8.000336,-3.0610337,-6.5304327,-10.049033,-1.1770352,-9.796728,-5.8499217,-8.047845,-2.037737,-5.2025023,1.2024233,-8.784764,0.44393575,0.5190929,0.5852085,0.45799732,0.43342808,0.7011287,0.42011705,0.3657929,0.51900655,0.5903821,0.73288065,0.45186284,0.091126196,blues
-190.60297,129.628,-23.824688,35.96493,-22.602537,11.753926,-16.966715,-2.208445,-3.6969,-4.245803,-5.9249206,-8.659653,-1.9933556,-14.589127,-3.6781294,-5.9522276,-2.2453408,-2.7181551,-1.4099311,-5.422593,0.48208117,0.48989135,0.7586127,0.49150205,0.38595843,0.51973754,0.5358327,0.63491035,0.49867892,0.569555,0.54692644,0.63865745,0.103090815,blues
